X1	X2
0.861387920258424	0.619097356384704
-0.0741792603699551	-0.17858591935189
3.1540156143252	0.763311230442285
-0.215921541258661	-0.154522572522262
0.0693037911008989	0.670437575921872
0.232871692785784	1.59757002441722
0.813768596689621	1.14335860113132
-0.0682981891363695	-0.460946459539444
0.548152684790285	0.562616388703072
-1.08246822268341	-0.686651585984677
1.21283257248514	-0.861000904253023
0.617858607538696	-0.944902638593398
1.23879917276352	-0.159795180669167
-0.971230761779852	0.00947082164320954
-0.181882291034079	2.14007539749795
-0.693606000893862	0.913939173221023
-0.661496644127644	0.164226787240794
0.589376814224229	-0.132357365194899
1.86047786064188	0.190737274784107
0.584233120743525	-0.423060600060376
0.27572984158458	-0.987833459023872
0.215276380551112	1.96134937199224
1.64286171606316	-0.0527488650128561
-0.685857809042688	-1.0686101544285
0.262505470894408	1.77971722374764
-0.386216515831594	1.09529802743744
3.20754660669028	0.461485607327736
-0.856923078101616	-0.804260645726206
0.515109726078717	0.0872129173736051
-1.60170393374565	1.59067261451658
2.1251446119235	-1.82079926769102
1.31678732398318	-0.731384804898117
-0.299788081242408	0.143011718805166
-0.84228100837289	0.163462160869946
1.39497674431141	2.11189305688713
-0.261749334724909	-1.19065223814835
-1.42494944716756	1.00209321026731
-0.707102533903987	0.574591760687744
0.75043986880511	1.21780727844173
0.459014875745238	1.23824076903906
-2.64434498145393	2.55126580657718
0.33835975558965	1.55809453830158
-0.392824223648156	0.372555940010778
-0.204766749098401	1.22347806386599
-0.645916864632839	1.19988692073536
0.862617426753108	1.08575096805087
-1.44484667804368	-0.274803365700493
-1.66184155782627	-0.881983364254165
-0.0786355999996897	0.72046597192166
1.56507197678937	0.508210696049902
-0.46782503937896	0.801855115201017
0.129781872930439	-0.635849208971676
-0.471057158313496	-0.809981330909229
-1.03467762907586	1.02631717209695
-0.914506953008147	0.969946947439062
-0.640612203640883	0.79104056089483
0.288027068647286	-0.56966706625739
0.688712564727704	-1.55065791252488
0.978079736410869	1.08089130267941
0.505439128005288	-0.320201775250505
-0.961120263919163	-1.67731829044232
1.16046665656767	-1.23790212637503
-0.281510115064607	-0.321078737567006
-0.906919529617168	-0.602768076037154
-0.616336351569285	-0.950755511400387
0.216262711878267	-1.58608890174595
1.40795236499796	0.993636192940816
-0.474818609492725	-0.855173184062767
-0.476811753864434	-1.85791544290731
0.925200777996713	2.04085170417543
-0.730873409507095	1.17298000803843
0.00863447907563324	1.11356084770819
-0.0428616179756708	-0.323005648129693
0.671320356330745	-0.734700380892864
-0.24993536362886	-0.0592859752913531
1.31467551291435	-0.491268899001371
-1.51467916485007	-1.17662490064224
-0.0782806529090592	0.728937542857598
0.174868004147914	1.95798250317759
-1.00549186064372	-0.0414976961003974
0.7638125091616	1.15085916733318
-1.61481001252865	-3.05094611191078
-0.0412997022922299	1.19848526008166
0.173980163938206	-0.210048589931344
0.832946238708784	-0.582299127758496
1.09183018422249	-0.365723593427236
1.2356242085166	-0.366831859715037
-0.516242838107254	1.42069143476748
1.19760786634103	-1.49590402393191
0.201111581483422	1.87799488380719
-0.298740404259639	-0.08939957180706
-1.40541327620463	-0.457360380684365
-0.688561449902346	-0.169650527072228
1.90643072870001	0.0694468257354782
-0.277210773167314	-1.95323984621426
-2.18488922527116	0.267884759614042
-0.717219495462828	-0.383704489648966
1.11064009357204	-1.26889664588237
0.383673338071642	-1.60766779349721
-0.36717524534208	-0.641100888262678
